Class-IRI	Class-Text
fma:Nucleolus	nucleolus
fma:Anus	anal orifice <sep> anus
fma:E_cadherin	e-cadherin <sep> uvomorulin
fma:Immunoglobulin	antibody <sep> immunoglobulin
fma:Lymphatic_vessel	lymph vessel <sep> lymphatic vessel <sep> vas lymphaticum
fma:Set_of_phalanges_of_foot	phalanges of foot <sep> set of phalanges of foot
fma:Zygomaticus_major	zygomaticus major <sep> musculus zygomaticus major
fma:Flexor_hallucis_longus	flexor hallucis longus <sep> musculus flexor hallucis longus
fma:Bone_of_talus	bone of talus
fma:Cricothyroid_muscle	cricothyroid <sep> cricothyroid muscle <sep> musculus cricothyroideus
fma:Skeletal_muscle_cell	skeletal muscle cell <sep> skeletal muscle fiber <sep> myocytus striatus
fma:Phosphatidylserine	phosphatidylserine
fma:Focal_adhesion_plaque	focal adhesion plaque <sep> focal contact
fma:Myocardium	heart muscle <sep> muscle of heart <sep> myocardium
fma:Set_of_tarsal_glands	meibomian glands <sep> set of tarsal glands <sep> tarsal glands <sep> tarsal glands set <sep> glandulae tarsales
fma:Placenta	placenta
fma:Perineal_muscle	muscle of perineum <sep> perineal muscle
fma:Osteocyte	bone cell <sep> osteocyte
fma:Atlanto_occipital_joint	articulatio atlanto-occipitalis <sep> atlanto-occipital joint <sep> craniovertebral joint <sep> articulatio atlantooccipitalis
fma:Coronary_artery	coronary arterial tree <sep> coronary artery
fma:Muscularis_mucosae_of_stomach	lamina muscularis mucosae (tunica mucosa)(gaster) <sep> lamina muscularis of gastric mucosa <sep> muscular coat of stomach <sep> muscularis mucosae of stomach <sep> lamina muscularis mucosae gastricae <sep> tunica muscularis gastricae
fma:Primary_ossification_center	primary ossification center <sep> primary ossification centre <sep> primarium
fma:Elastic_fiber	elastic fiber
fma:Neural_cell_adhesion_molecule	n-cam <sep> neural cell adhesion molecule
fma:Broca_s_area	broca's area
fma:Subcapsular_lens_epithelium	subcapsular lens epithelium
fma:Posterior_cerebral_artery	posterior cerebral artery <sep> arteria cerebri posterior
fma:Villus	villus
fma:Lateral_frontobasal_artery	lateral frontobasal artery <sep> lateral orbitofrontal artery <sep> arteria frontobasalis lateralis <sep> arteria orbitofrontalis lateralis
fma:Basal_cell_layer_of_epidermis	basal cell layer of epidermis <sep> stratum basale of epidermis <sep> stratum basalis of epidermis <sep> stratum germinativum
fma:Set_of_conjunctival_glands	conjunctival glands <sep> conjunctival glands set <sep> set of conjunctival glands <sep> glandulae conjunctivales
fma:Root_of_lumbar_spinal_nerve	lumbar spinal nerve root <sep> lumbar spinal neural root <sep> root of lumbar spinal nerve
fma:Hepatic_artery	hepatic artery
fma:Sinus_venosus	sinus venosus
fma:Olfactory_nerve	first cranial nerve <sep> olfactory nerve <sep> olfactory nerve [i] <sep> fila olfactoria <sep> nerve i <sep> nervus olfactorius <sep> nervus olfactorius [i]
fma:Toe	digit of foot <sep> toe <sep> digitus pedis
fma:Valve_of_coronary_sinus	coronary sinus valve <sep> thebesian valve <sep> thebesius valve <sep> valve of coronary sinus <sep> valvula sinus coronarii
fma:Flatus	flatus
fma:Stapes	stapes <sep> stirrup
fma:Cerebral_cortex	cerebral cortex <sep> cortex of cerebral hemisphere <sep> cortex cerebralis <sep> cortex cerebri <sep> pallium
fma:Phalanx_of_toe	bone of toe <sep> foot phalanx <sep> phalanx of toe
fma:Reticular_cell	reticular cell <sep> reticulum cell
fma:Thorax	chest <sep> thorax
fma:Levator_labii_superioris	levator labii superioris <sep> musculus levator labii superioris
fma:Glossopharyngeal_nerve	glossopharyngeal nerve <sep> glossopharyngeal nerve [ix] <sep> glossopharyngeal nerve tree <sep> ninth cranial nerve <sep> nerve ix <sep> nervus glossopharyngeus <sep> nervus glossopharyngeus [ix]
fma:Proprioceptor	proprioceptor
fma:Descending_aorta	descending aorta <sep> pars descendens aortae <sep> aorta descendens
fma:Intercostal_muscle	intercostal muscle <sep> musculus intercostalis
fma:Flexor_digitorum_longus	flexor digitorum longus <sep> musculus flexor digitorum longus
fma:Alveolar_macrophage	alveolar macrophage
fma:Brachial_artery	brachial artery <sep> brachial part of trunk of subclavian artery <sep> arteria brachialis
fma:Fundus_of_uterus	fundus of uterus <sep> uterine fundus <sep> fundus uteri
fma:Smooth_muscle_cell	leiomyocyte <sep> myocyte of smooth muscle <sep> non-striated muscle fiber <sep> smooth muscle cell <sep> smooth muscle fiber <sep> smooth muscle myocyte <sep> smooth muscle tissue cell <sep> myocytus nonstriatus
fma:Keratin_filament	cytokeratin filament <sep> keratin filament
fma:Right_inguinal_part_of_abdomen	right iliac fossa viewed surgically <sep> right iliac region <sep> right inguinal part of abdomen <sep> right inguinal region
fma:Teres_major	teres major <sep> teres major muscle <sep> musculus teres major
fma:Plasma_membrane_of_muscle_cell	plasma membrane of muscle cell <sep> sarcolemma
fma:Waist	waist
fma:Ventral_lateral_nucleus	lateral ventral nucleus of thalamus <sep> ventral lateral complex of thalamus <sep> ventral lateral nucleus <sep> ventral lateral nucleus of thalamus <sep> ventral lateral thalamic nuclei <sep> ventrolateral thalamic nucleus <sep> nuclei ventrales laterales thalami <sep> nucleus ventralis lateralis <sep> nucleus ventralis lateralis thalami <sep> nucleus ventralis thalami lateralis <sep> vl
fma:Geniculate_ganglion	ganglion genicularum <sep> genicular ganglion <sep> geniculate ganglion <sep> ganglion geniculatum <sep> ganglion geniculi
fma:Alanine	alanine
fma:Dermal_epidermal_junction	dermal-epidermal junction <sep> dermoepidermal junction
fma:Thyroidea_ima_artery__variant_	thyroid ima artery <sep> thyroidea ima artery (variant) <sep> arteria thyroidea ima
fma:Cortex_of_kidney	cortex of kidney <sep> renal cortex <sep> cortex renalis
fma:Mesonephros	mesonephros
fma:Linker_DNA	linker dna
fma:Left_brachiocephalic_vein	left brachiocephalic vein <sep> left innominate vein <sep> vena brachiocephalica sinistra
fma:Insula	central lobe <sep> cortex of island <sep> insula <sep> insula lobule <sep> insular cortex <sep> insular lobe <sep> insular region <sep> island of reil <sep> cortex insularis <sep> lobus insularis
fma:Purkinje_fiber	myofibra conducens cardiacus <sep> purkinje fiber
fma:Set_of_fontanelles	fontanelles <sep> fontanelles set <sep> set of fontanelles <sep> fonticulus cranii
fma:Type_G_enteroendocrine_cell	g cell <sep> gastrin secreting cell <sep> type g enteroendocrine cell
fma:Macula_of_utricle_of_membranous_labyrinth	macula of utricle <sep> macula of utricle of membranous labyrinth <sep> macula utriculi
fma:Melanocyte	melanocyte
fma:Internal_intercostal_muscle	internal intercostal muscle <sep> musculi intercostales interni <sep> musculus intercostalis interna
fma:Calcarine_sulcus	calcarine fissure <sep> calcarine sulcus <sep> fissura calcarina <sep> sulcus calcarinus
fma:Vestibular_nerve	vestibular nerve <sep> vestibular root of acoustic nerve <sep> vestibular root of eighth cranial nerve <sep> nervus vestibularis
fma:Dorsal_interosseous_of_foot	dorsal interosseous of foot
fma:Left_suprarenal_vein	left suprarenal vein <sep> vena suprarenalis sinistra
fma:Palpebral_conjunctiva	palpebral conjunctiva <sep> tunica conjunctiva palpebrum <sep> tunica conjunctiva palpebrarum
fma:Occipital_artery	occipital artery <sep> arteria occipitalis
fma:Superior_parathyroid_gland	superior parathyroid gland <sep> glandula parathyroidea superior
fma:Interventricular_foramen	interventricular foramen <sep> foramen interventriculare
fma:Gracile_fasciculus_of_medulla	column of goll <sep> fasciculus of goll <sep> goll's tract <sep> gracile fascicle of medulla <sep> gracile fasciculus of medulla <sep> medulla segment of fasciculus gracilis <sep> medulla segment of gracile fasciculus <sep> tract of gall <sep> fasciculus gracilis (myelencephali) <sep> funiculus gracilis <sep> pars medialis fasciculi dorsalis (goll) <sep> tractus spinobulbaris partis medialis (goll)
fma:Dental_pulp	dental pulp <sep> pulp of tooth <sep> pulpa dentis
fma:Buccal_surface	buccal surface
fma:Right_hypochondrium	right hypochondriac part of abdomen <sep> right hypochondriac region <sep> right hypochondrium
fma:Metatarsophalangeal_joint	metatarsal joint <sep> metatarsophalangeal joint
fma:Lymphoid_tissue	lymphatic tissue <sep> lymphocytic tissue <sep> lymphoid tissue
fma:Visceral_pleura	pleura visceralis (pulmonalis) <sep> pulmonary pleura <sep> visceral pleura <sep> pleura pulmonalis <sep> pleura visceralis
fma:Dense_regular_collagenous_tissue	dense fibrous connective tissue <sep> dense regular collagenous connective tissue <sep> dense regular collagenous tissue <sep> dense regular connective tissue <sep> typus regularis (textus connectivus collagenosus compactus)
fma:Body_of_epididymis	body of epididymis <sep> epididymal body <sep> epididymis body <sep> corpus epididymidis
fma:Pyloric_sphincter	pyloric sphincter <sep> musculus sphincter pyloricus
fma:Set_of_phalanges	set of phalanges
fma:Septum_secundum	septum secundum
fma:Superior_frontal_sulcus	sulcus f1 <sep> superior frontal fissure <sep> superior frontal sulcus <sep> sulcus frontalis primus <sep> sulcus frontalis superior
fma:Cardiac_ventricle	cardiac ventricle <sep> lower chamber of heart <sep> ventricle of heart
fma:Uracil	uracil
fma:Isthmus_of_hair_follicle	hair follicle isthmus <sep> isthmus of hair follicle
fma:Lower_jaw	lower jaw
fma:Inferior_frontal_sulcus	inferior frontal fissure <sep> inferior frontal sulcus <sep> sulcus f2 <sep> sulcus frontalis inferior <sep> sulcus frontalis secundus
fma:Skeletal_muscle_tissue	skeletal muscle tissue
fma:Ileum	ileum
fma:Floor_of_mouth	floor of mouth <sep> mouth floor
fma:Orifice_of_auditory_tube	auditory tube orifice <sep> opening of eustachian tube <sep> opening of auditory tube <sep> opening of phayrngotympanic tube <sep> orifice of eustachian tube <sep> orifice of auditory tube <sep> orifice of pharyngotympanic tube <sep> ostium of eustachian tube <sep> ostium of auditory tube <sep> ostium of pharyngotympanic tube
fma:Trigeminal_nuclear_complex	trigeminal nuclear complex <sep> trigeminal nuclei <sep> nuclei trigemini
fma:Mammotroph	lactotrope cell <sep> mammotroph <sep> pituitary mammotropic cell <sep> prolactin secreting cell
fma:Epithelium_of_gall_bladder	epithelium of gall bladder <sep> gall bladder epithelium
fma:Set_of_phalanges_of_foot	phalanges of foot <sep> set of phalanges of foot
fma:Suppressor_inducer_T_lymphocyte	suppressor inducer t lymphocyte
fma:Ileal_diverticulum	diverticulum of meckel <sep> ileal diverticulum <sep> meckel's diverticulum <sep> diverticulum ilei
fma:Cell_to_matrix_adherens_junction	cell to matrix adherens junction <sep> cell-to-extracellular matrix junction
fma:Popliteal_lymph_node	popliteal lymph node
fma:Apex_of_heart	apex of heart <sep> cardiac apex <sep> apex cordis
fma:Muscle_of_pharynx	muscle of pharynx <sep> pharyngeal muscle
fma:Intra_ocular_part_of_optic_nerve	intra-ocular part of optic nerve <sep> intraocular part of optic nerve <sep> pars intraocularis (nervus opticus) <sep> pars intraocularis nervus optici
fma:Haploid_nucleated_cell	gamete <sep> haploid germ cell <sep> haploid nucleated cell
fma:Serum	blood serum <sep> serum
fma:Set_of_ligaments	ligaments <sep> ligaments set <sep> set of ligaments <sep> ligamenta
fma:Bulb_of_hair_follicle	bulb of hair follicle <sep> hair bulb <sep> hair follicle bulb
fma:Splenic_vein	splenic vein <sep> vena lienalis <sep> vena splenica
fma:Corneal_epithelium	anterior corneal epithelium <sep> corneal epithelium <sep> epithelium anterius (cornea) <sep> epithelium of cornea <sep> external epithelium of cornea <sep> epithelium anterius corneae
fma:Glandular_cell_of_stomach	gastric glandular cell <sep> glandular cell of stomach
fma:Root_of_thoracic_nerve	root of thoracic nerve <sep> thoracic nerve root <sep> thoracic neural root
fma:Hepatopancreatic_ampulla	ampulla of vater <sep> ampulla of bile duct <sep> biliaropancreatic ampulla <sep> hepatopancreatic ampulla <sep> ampulla biliaropancreatica <sep> ampulla hepatopancreatica
fma:Set_of_carpal_bones	carpal bones <sep> carpal bones set <sep> set of carpal bones <sep> ossa carpalia <sep> ossa carpi
fma:Integumentary_system	integumental system <sep> integumentary system
fma:Unmyelinated_nerve_fiber	non-myelinated nerve fiber <sep> unmyelinated nerve fiber
fma:Brachialis	brachialis <sep> casserio's muscle <sep> musculus brachialis
fma:Inferior_vesical_artery	arteria vesicali inferior <sep> inferior vesical artery <sep> arteria vesicalis inferior
fma:Anterior_longitudinal_ligament	anterior longitudinal ligament <sep> ligamentum longitudinale anterius
fma:Pancreatic_islet	islet of langerhans <sep> pancreatic insula <sep> pancreatic islet
fma:Set_of_joints	joints <sep> joints set <sep> set of joints
fma:Outer_layer_of_endometrium	functional layer of endometrium <sep> outer layer of endometrium <sep> stratum functionalis of endometrium
fma:Right_lobe_of_thyroid_gland	lobus dexter (glandula thyroidea) <sep> right lobe of thyroid gland
fma:Myenteric_nerve_plexus	auerbach's plexus <sep> meissner's plexus <sep> myenteric nerve plexus <sep> myenteric plexus <sep> remak's plexus <sep> submucous nerve plexus <sep> submucous plexus <sep> plexus myentericus <sep> plexus nervosus myentericus <sep> plexus nervosus submucosus <sep> plexus submucosus
fma:Oropharynx	oral part of pharynx <sep> oropharynx <sep> pars oralis pharyngis
fma:Xiphoid_process	xiphoid process <sep> xiphoid process of sternum <sep> processus xiphoideus
fma:Thoracic_aorta	thoracic aorta <sep> thoracic part of aorta <sep> aorta thoracica <sep> pars thoracica aortae
fma:External_pyramidal_layer_of_neocortex	external pyramidal cell layer <sep> external pyramidal layer of isocortex [layer iii] <sep> external pyramidal layer of neocortex <sep> lamina pyramidalis externa isocorticis [lamina iii]
fma:Neuroglial_cell	glial cell <sep> neuroglial cell <sep> non-neuronal cell
fma:Glomerular_mesangium	glomerular mesangium
fma:Posterior_meningeal_artery	posterior meningeal artery <sep> terminal branch of ascending pharyngeal artery <sep> arteria meningea posterior
fma:Buccal_artery	buccal artery <sep> arteria buccalis
fma:Renshaw_cell	renshaw cell
fma:Cuneate_fasciculus_of_spinal_cord	burdach's tract <sep> cuneate fascicle of spinal cord <sep> cuneate fasciculus <sep> cuneate fasciculus of spinal cord <sep> fasciculus cuneatus
fma:Set_of_openings_of_pulmonary_veins	openings of pulmonary veins <sep> set of openings of pulmonary veins
fma:Set_of_muscles_of_tongue	muscle group of tongue <sep> muscles of tongue <sep> set of muscles of tongue <sep> musculi linguae
fma:Phalanx_of_finger	bone of finger <sep> hand phalanx <sep> phalanx of finger <sep> phalanx of hand
fma:Glans_penis	glans penis
fma:Epithelium_of_conjunctiva	conjunctiva epithelium <sep> epithelium of conjunctiva
fma:Mechanoreceptor	mechanoreceptor
fma:Median_lobe_of_prostate	albarran's gland <sep> cranial part of prostate <sep> median lobe of prostate <sep> middle lobe of prostate <sep> pars proximalis (prostata) <sep> proximal part of prostate <sep> proximal part of prostate gland <sep> lobus medius prostatae <sep> pars proximalis prostatae
fma:Ovarian_cortex	cortex of ovary <sep> cortex ovarii (zona parenchymatosa) <sep> ovarian cortex <sep> cortex ovarii
fma:Intestinal_secretion	intestinal secretion <sep> succus entericus
fma:Right_lower_first_secondary_molar_tooth	right lower first permanent molar tooth <sep> right lower first secondary molar tooth <sep> right mandibular first secondary molar tooth <sep> secondary tooth 30
fma:Ostium_of_inferior_vena_cava	inferior vena cava orifice <sep> inferior vena cava ostium <sep> opening of inferior vena cava <sep> orifice of inferior vena cava <sep> ostium of inferior vena cava <sep> ostium venae cavae inferioris
fma:Transverse_colon	transverse colon <sep> colon transversum
fma:Set_of_superior_vesical_arteries	set of superior vesical arteries <sep> superior vesical arteries <sep> superior vesical arteries set <sep> arteriae vesicales superiores
fma:Central_retinal_vein	central retinal vein <sep> vena centralis retinae
fma:Superior_suprarenal_artery	superior adrenal branch of inferior phrenic artery <sep> superior suprarenal artery <sep> superior suprarenal branch of inferior phrenic artery
fma:External_acoustic_tube	auditory canal <sep> external acoustic meatus <sep> external acoustic tube <sep> external auditory canal <sep> external auditory meatus <sep> external auditory tube <sep> meatus acusticus externus
fma:Seminiferous_tubule_of_testis	seminiferous tubule <sep> seminiferous tubule of testis
fma:Ascending_limb_of_loop_of_Henle	ascending limb of henle's loop <sep> ascending limb of loop of henle
fma:Septal_leaflet_of_tricuspid_valve	septal cusp of right atrioventricular valve <sep> septal cusp of tricuspid valve <sep> septal leaflet of tricuspid valve <sep> septal tricuspid leaflet <sep> cuspis septalis (valva tricuspidalis) <sep> cuspis septalis valvae atrioventricularis dextrae
fma:Thoracodorsal_artery	thoracodorsal artery <sep> arteria thoracodorsalis
fma:Set_of_lingual_papillae	lingual papillae <sep> lingual papillae set <sep> set of lingual papillae
fma:Portal_venous_system	portal venous system
fma:Melatonin	melatonin
fma:Set_of_atlanto_axial_joints	atlanto-axial joints <sep> atlanto-axial joints set <sep> set of atlanto-axial joints
fma:Minus_end_of_microtubule	minus end of microtubule
fma:Set_of_paranasal_sinuses	paranasal sinuses <sep> paranasal sinuses set <sep> set of paranasal sinuses
fma:Chromosome	chromosome
fma:Cell_junction	cell junction
fma:Deep_temporal_vein	deep temporal vein
fma:Bile	bile
fma:Facial_nucleus	facial nucleus <sep> nucleus of facial nerve
fma:Ischium	ischium <sep> os ischii
fma:Vestibulocochlear_nerve	acoustic nerve <sep> acoustic nerve (crosby) <sep> cochlear-vestibular nerve <sep> cochleovestibular nerve <sep> eighth cranial nerve <sep> stato-acoustic nerve <sep> statoacoustic nerve <sep> vestibulocochlear nerve <sep> vestibulocochlear nerve [viii] <sep> vestibulocochlear nerve tree <sep> cranial nerve viii <sep> nervus octavus <sep> nervus statoacusticus <sep> nervus vestibulocochlearis <sep> nervus vestibulocochlearis [viii]
fma:Epithalamus	epithalamus
fma:Superior_temporal_gyrus	superior temporal gyrus <sep> gyrus temporalis superior
fma:Communicating_cell_junction	communicating cell junction <sep> gap junction
fma:Monoblast	monoblast
fma:Ascending_colon	ascending colon <sep> colon ascendens
fma:Monocyte	monocyte
fma:Mental_artery	mental artery <sep> mental branch of inferior alveolar artery
fma:Appendicular_skeleton	appendicular skeleton <sep> skeleton appendiculare
fma:Lentiform_nucleus	lenticular nucleus <sep> lentiform nucleus <sep> nucleus lentiformis
fma:Dorsalis_pedis_artery	dorsal artery of foot <sep> dorsalis pedis artery <sep> arteria dorsalis pedis
fma:Eccrine_sweat_gland	eccrine gland <sep> eccrine sweat gland
fma:Portion_of_plasma	blood plasma <sep> portion of plasma
fma:Neck_of_urinary_bladder	bladder neck <sep> neck of bladder <sep> neck of urinary bladder <sep> urinary bladder neck <sep> vesical neck <sep> cervix vesicae <sep> cervix vesicae; collum vesicae <sep> collum vesicae
fma:Mucosa_of_upper_lip	mucosa of upper lip <sep> upper lip mucosa
fma:Protoplasm	protoplasm
fma:Superior_part_of_duodenum	first part of duodenum <sep> pars superior (duodenum) <sep> superior part of duodenum <sep> superior portion of duodenum <sep> pars superior duodeni
fma:Maxillary_sinus	antrum of highmore <sep> maxillary sinus <sep> sinus maxillaris
fma:Masseteric_vein	masseteric vein
fma:Inferior_vestibular_nucleus	descending vestibular nucleus <sep> inferior vestibular nucleus <sep> spinal vestibular nucleus <sep> nucleus vestibularis caudalis <sep> nucleus vestibularis inferior
fma:Bone_of_pubis	bone of pubis
fma:Vestibulocochlear_organ	vestibulocochlear organ <sep> organum vestibulocochleare
fma:Triceps_brachii	triceps brachii <sep> musculus triceps brachii
fma:Histone_H1	histone h1
fma:Peduncle_of_midbrain	cerebral peduncle <sep> peduncle of midbrain <sep> pedunculi cerebri <sep> pedunculus cerebri
fma:Body_of_pancreas	body of pancreas <sep> pancreatic body <sep> corpus pancreatis
fma:Ligament	ligament
fma:Troponin_T	tropomyosin-binding troponin <sep> troponin-t
fma:Diaphragm	diaphragm <sep> thoracic diaphragm <sep> diaphragma
fma:Duct_of_sebaceous_gland	duct of sebaceous gland <sep> sebaceous gland duct
fma:Pharynx	pharynx
fma:Chondrocranium	chondrocranium
fma:Free_border_of_nail	free border of nail <sep> margo liber (unguis) <sep> margo liber unguis
fma:Serine	serine
fma:Scaphoid	navicular bone of hand <sep> scaphoid <sep> scaphoid bone <sep> os scaphoideum
fma:Cusp_of_cardiac_valve	cardiac valve cusp <sep> cardiac valvular cusp <sep> cardiac valvule <sep> cusp of cardiac valve <sep> semilunar valvule
fma:Pigmented_layer_of_retina	outer pigmented layer of retina <sep> pigment epithelium of retina <sep> pigmented layer of retina <sep> retinal pigment epithelium <sep> stratum pigmentosum (retina) <sep> stratum pigmentosum retinae
fma:Axillary_artery	axillary artery <sep> axillary part of subclavian artery <sep> arteria axillaris
fma:Cardiac_vein	cardiac vein
fma:Intercalated_duct_of_pancreas	ductus intercalatus (pancreas) <sep> intercalated duct of pancreas <sep> pancreatic ductule
fma:Tensor_tympani	eustachian muscle <sep> tensor tympani <sep> musculus tensor tympani
fma:Intermediate_filament	intermediate filament
fma:Iliopsoas	hyrtl's muscle <sep> iliopsoas <sep> musculus iliopsoas
fma:Segmental_bronchus	segmental bronchus <sep> tertiary bronchus
fma:Tragus	tragal part of pinna <sep> tragus
fma:Substantia_nigra	nucleus of basis pedunculi <sep> soemmering's substance <sep> substantia nigra <sep> nucleus pigmentosus subthalamo-peduncularis
fma:Intercalated_cell_of_collecting_duct_of_renal_tubule	intercalated cell <sep> intercalated cell of collecting duct of renal tubule
fma:Granulosa_lutein_cell	granulosa lutein cell <sep> granulosoluteocytus
fma:Set_of_interlobular_bile_ducts	interlobular bile ducts <sep> interlobular bile ducts set <sep> set of interlobular bile ducts <sep> ductus biliferi interlobulares
fma:Axillary_tail_of_breast	axillary process <sep> axillary tail <sep> axillary tail of spence <sep> axillary tail of breast <sep> processus axillaris (glandula mammaria) <sep> tail of spence <sep> processus axillaris
fma:Type_1_muscle_cell	slow-twitch muscle fiber <sep> type 1 muscle cell <sep> type 1 muscle fiber
fma:Intestinal_epithelium	intestinal epithelium
fma:Ciliated_columnar_cell_of_tracheobronchial_tree	ciliated bronchial epithelial cell <sep> ciliated columnar cell of tracheobronchial tree
fma:Carpal_bone	bone of carpus <sep> carpal bone
fma:Skin_of_face	face skin <sep> facial skin <sep> skin of face
fma:Skeletal_muscle_cell	skeletal muscle cell <sep> skeletal muscle fiber <sep> myocytus striatus
fma:Clear_cell	clear cell
fma:Kidney	kidney <sep> nephros <sep> ren <sep> ren (nephros)
fma:Thoracic_wall	thoracic wall
fma:Vertebral_column	backbone <sep> spinal column <sep> spine <sep> vertebral column <sep> columna vertebralis
fma:Left_subcostal_vein	left subcostal vein <sep> vena subcostalis sinistra
fma:Right_kidney	right kidney
fma:Centromere	centromere
fma:Hindgut	hindgut
fma:Deep_circumflex_iliac_artery	deep circumflex iliac artery <sep> arteria circumflexa iliaca profunda <sep> arteria circumflexa ilium profunda
fma:Left_uterine_tube	left fallopian tube <sep> left oviduct <sep> left uterine tube
fma:Muscularis_mucosae_of_stomach	lamina muscularis mucosae (tunica mucosa)(gaster) <sep> lamina muscularis of gastric mucosa <sep> muscular coat of stomach <sep> muscularis mucosae of stomach <sep> lamina muscularis mucosae gastricae <sep> tunica muscularis gastricae
fma:Small_saphenous_vein	lesser saphenous vein <sep> short saphenous vein <sep> small saphenous vein <sep> vena saphena parva
fma:Sinusoid	sinusoid <sep> vas sinusoideum
fma:Right_lobe_of_liver	right lobe of liver <sep> lobus hepatis dexter
fma:Mesothelial_cell_of_peritoneum	mesothelial cell of peritoneum <sep> peritoneal mesothelial cell
fma:Spermatogonium	primitive sperm cell <sep> spermatogonium
fma:Type_I_alveolar_epithelial_cell	alveolar cell type i <sep> squamous alveolar cell <sep> squamous alveolar lining cell <sep> type 1 pneumocyte <sep> type i alveolar cell <sep> type i alveolar epithelial cell <sep> type-i alveolar cell
fma:Specialized_epithelial_cell	specialized epithelial cell
fma:External_supporting_cell_of_organ_of_Corti	cell of cladius <sep> external supporting cell of organ of corti <sep> outer supporting cell <sep> supporting cell of organ of corti
fma:Angular_gyrus	angular gyrus <sep> middle part of inferior parietal lobule <sep> preoccipital gyrus <sep> gyrus angularis <sep> gyrus parietalis inferior
fma:Mesothelial_cell	mesothelial cell <sep> mesotheliocyte
fma:Skin_of_abdomen	abdominal skin <sep> skin of abdomen <sep> skin of abdomen proper
fma:Olfactory_bulb	olfactory bulb <sep> bulbus olfactorius
fma:Artery	arterial subtree <sep> arterial tree organ part <sep> arterial vessel <sep> artery <sep> arteria
fma:Corneoscleral_junction	corneal limbus <sep> corneoscleral junction <sep> sclerocorneal junction <sep> limbus corneae
fma:Oocyte	oocyte <sep> ovocyte
fma:Umbilical_artery	umbilical artery <sep> arteria umbilicalis
fma:Bony_labyrinth	bony labyrinth <sep> osseous labyrinth <sep> labyrinthus osseus
fma:Myocardium	heart muscle <sep> muscle of heart <sep> myocardium
fma:Femur	femur <sep> thigh bone <sep> os femoris
fma:Gustatory_pore	gustatory pore <sep> taste pore <sep> porus gustatorius
fma:Thyro_arytenoid	thyro-arytenoid <sep> thyroarytenoid <sep> musculus thyroarytenoideus
fma:Medial_frontobasal_artery	medial frontobasal artery <sep> medial orbitofrontal artery <sep> arteria frontobasalis medialis
fma:Composite	composite
fma:Keratan_sulfate	keratan sulfate
fma:Anterior_tibial_artery	anterior tibial artery <sep> arteria tibialis anterior
fma:Middle_colic_artery	middle colic artery <sep> arteria colica media
fma:Sciatic_nerve	sciatic nerve <sep> nervus ischiadicus
fma:Ligamentum_flavum	ligamentum flavum
fma:Glandular_cell_of_esophagus	esophageal glandular cell <sep> glandular cell of esophagus
fma:Disaccharide	disaccharide
fma:Gonadotroph	gonadotrope <sep> gonadotrope cell <sep> gonadotroph <sep> pituitary delta cell
fma:Longus_capitis	longus capitis <sep> musculus longus capitis
fma:Glottis	glottis
fma:Embryonic_structure	embryonic structure
fma:Oogonium	oogonium
fma:Lactiferous_duct	lactiferous duct <sep> ductus lactiferi
fma:Lateral_meniscus	lateral meniscus <sep> lateral meniscus of knee joint <sep> meniscus lateralis
fma:Gland	gland
fma:Blood_vessel_viewed_macroscopically	blood vessel viewed macroscopically <sep> macroscopic blood vessel
fma:Conus_medullaris	conus medullaris <sep> medullary cone
fma:Myeloblast	myeloblast
fma:Patellar_ligament	central band of tendon of quadriceps femoris <sep> ligamentum patella <sep> patellar ligament <sep> ligamentum patellae
fma:Parafascicular_nucleus	parafascicular nucleus <sep> parafascicular nucleus of thalamus <sep> parafascicular thalamic nucleus <sep> nuclei parafasciculares thalami <sep> nucleus parafascicularis <sep> nucleus parafascicularis (hassler) <sep> nucleus parafascicularis thalami
fma:Set_of_lentiform_nuclei	lentiform nuclei <sep> lentiform nuclei set <sep> set of lentiform nuclei
fma:Foam_cell	foam cell
fma:Shoulder	shoulder
fma:Left_cerebral_hemisphere	left cerebral hemisphere
fma:Major_salivary_gland	major salivary gland
fma:Posterior	posterior
fma:Medial_nuclear_group_of_thalamus	dorsal medial nucleus of thalamus <sep> dorsomedial nuclear group <sep> dorsomedial nucleus <sep> dorsomedial nucleus of thalamus <sep> medial dorsal nucleus <sep> medial dorsal nucleus of thalamus <sep> medial nuclear group <sep> medial nuclear group of thalamus <sep> medial thalamic nuclei <sep> medial thalamic nucleus <sep> mediodorsal nucleus <sep> mediodorsal thalamic nucleus <sep> md <sep> nuclei mediales (thalami) <sep> nucleus dorsomedialis thalami <sep> nucleus medialis dorsalis <sep> nucleus medialis dorsalis (hassler) <sep> nucleus medialis dorsalis thalami <sep> nucleus mediodorsalis thalami
fma:Sweat_gland_of_eyelid	ciliary gland <sep> ciliary gland of moll <sep> ciliary sweat gland of eyelid <sep> gland of moll <sep> moll's gland <sep> sweat gland of eyelid
fma:Chiasmatic_cistern	chiasmatic cistern <sep> cisterna chiasmatica <sep> cisterna chiasmatis
fma:Gamma_tubulin	gamma-tubulin
fma:Lobule	lobule <sep> lobulus
fma:Dorsal_part_of_foot	dorsal part of foot <sep> dorsal region of foot <sep> dorsum of foot <sep> dorsum pedis <sep> regio dorsalis pedis
fma:Chromophobe_cell	chromophobe cell <sep> chromophobic cell
fma:Proximal_phalanx_of_toe	proximal phalanx of toe <sep> phalanx proximalis pedis
