Entity-IRI	Entity-Lexicon
fma:Calcarine_artery	calcarine artery <sep> calcarine branch of medial occipital artery <sep> ramus calcarinus (arteria occipitalis medialis)
fma:Calcarine_sulcus	calcarine fissure <sep> calcarine sulcus <sep> fissura calcarina <sep> sulcus calcarinus
fma:Subarachnoid_sulcus	subarachnoid sulcus
fma:Calcium_binding_protein	calcium-binding protein
fma:Cell_cell_adhesion_molecule	cell-cell adhesion molecule
fma:Calcium_independent_adhesion_molecule	calcium-independent adhesion molecule <sep> calcium-independent cell-cell adhesion molecule
fma:Callosomarginal_artery	callosomarginal artery <sep> callosomarginal branch of anterior cerebral artery <sep> arteria callosomarginalis
fma:Canal_for_tensor_tympani	canal for tensor tympani <sep> semicanalis musculi tensoris tympani
fma:Cranial_conduit	cranial conduit
fma:Canal_of_Volkmann	canal of volkmann <sep> volkmann's canal
fma:Canine_tooth	canine tooth <sep> cuspid <sep> dens caninus
fma:Tooth	tooth
fma:Capillary	blood capillary <sep> capillary <sep> capillary vessel
fma:Region_of_vascular_tree_organ	region of vascular tree organ <sep> vascular tree organ region
fma:Capitate	capitate <sep> capitate bone <sep> os magnum (carpus) <sep> os capitatum
fma:Distal_carpal_bone	distal carpal bone
fma:Caproic_acid	caproic acid <sep> hexanoic acid
fma:Fatty_acid	fatty acid
fma:Capsule	capsule
fma:Capsule_of_adrenal_gland	adrenal gland capsule <sep> capsule of adrenal gland
fma:Capsule_of_cerebral_hemisphere	capsule of cerebral hemisphere <sep> cerebral hemisphere capsule
fma:Region_of_cerebral_white_matter	region of cerebral white matter
fma:Capsule_of_lens	capsule of lens <sep> lens capsule <sep> capsula lentis
fma:Capsule_of_lymph_node	capsule of lymph node <sep> lymph node capsule <sep> capsula nodi lymphoidei
fma:Capsule_of_ovary	capsule of ovary <sep> ovarian capsule <sep> ovary capsule
fma:Capsule_of_parathyroid_gland	capsule of parathyroid gland <sep> parathyroid gland capsule
fma:Capsule_of_thymus	capsule of thymus <sep> thymus capsule
fma:Loose_connective_tissue	loose connective tissue <sep> textus connectivus collagenosus laxus <sep> textus connectivus laxus
fma:Carbohydrate	carbohydrate <sep> sugar
fma:Cardia_of_stomach	cardia of stomach <sep> cardial part of stomach <sep> gastric cardia <sep> pars cardiaca (gaster) <sep> cardia <sep> pars cardiaca gastricae
fma:Cardiac_atrium	atrium of heart <sep> cardiac atrium
fma:Cardiac_chamber	cardiac chamber <sep> chamber of heart
fma:Organ_chamber	organ chamber
fma:Cardiac_muscle_tissue	cardiac muscle tissue
fma:Striated_muscle_tissue	striated muscle tissue
fma:Cardiac_myocyte	cardiac muscle cell <sep> cardiac muscle fiber <sep> cardiac myocyte <sep> cardiomyocyte
fma:Striated_muscle_cell	striated muscle cell
fma:Cardiac_nerve_plexus	cardiac nerve plexus <sep> cardiac plexus <sep> plexus cardiacus <sep> plexus nervosus cardiacus
fma:Cardiac_septum	cardiac septum <sep> septum of heart
fma:Septum_of_organ	organ septum <sep> septum of organ
fma:Cardiac_sphincter	cardiac sphincter <sep> gastroesophageal sphincter <sep> inferior esophageal sphincter <sep> musculus sphincter cardiacus
fma:Region_of_wall_of_stomach	region of wall of stomach
fma:Cardiac_vein	cardiac vein
fma:Systemic_vein	systemic vein <sep> systemic venous tree organ part
fma:Cardiac_ventricle	cardiac ventricle <sep> lower chamber of heart <sep> ventricle of heart
fma:Cardinal_body_part	body region <sep> cardinal body part <sep> pars corporis
fma:Cardinal_free_limb_segment	cardinal free limb segment
fma:Free_limb_segment	free limb segment
fma:Cardinal_organ_part	cardinal organ part
fma:Cardinal_segment_of_brain	brain segment <sep> cardinal segment of brain
fma:Cardinal_tissue_part	cardinal tissue part
fma:Cardiovascular_system	cardiovascular system <sep> systema cardiovasculare
fma:Carina_of_trachea	carina <sep> carina of trachea <sep> tracheal carina <sep> carina tracheae
fma:Carotid_body	carotid body <sep> glomus caroticum <sep> glomus caroticus
fma:Homogeneous_organ	homogeneous organ
fma:Carpal_bone	bone of carpus <sep> carpal bone
fma:Short_bone	short bone <sep> os breve
fma:Carpometacarpal_joint	carpometacarpal joint
fma:Cartilage_of_bone	bone cartilage <sep> cartilage of bone
fma:Cartilage_tissue	cartilage tissue <sep> cartilaginous tissue
fma:Cartilage_of_bronchus	bronchial cartilage <sep> cartilage of bronchus
fma:Cartilage_organ_component	cartilage organ component
fma:Cartilage_of_cuneiform_bone	cartilage of cuneiform bone <sep> cuneiform bone cartilage
fma:Cartilage_of_tarsal_bone	cartilage of tarsal bone
fma:Cartilage_of_external_ear	cartilage of external ear <sep> external ear cartilage
fma:Cartilage_of_long_bone	cartilage of long bone <sep> long bone cartilage
fma:Cartilage_of_rib	cartilage of rib
fma:Cartilage_of_short_bone	cartilage of short bone
fma:Nonparenchymatous_organ	nonparenchymatous organ
fma:Cartilaginous_joint	articulatio cartilaginea <sep> cartilaginous joint <sep> junctura cartilaginea
fma:Nonsynovial_joint	nonsynovial joint <sep> solid joint <sep> synarthrosis
fma:Catecholamine	catecholamine
fma:Neurotransmitter_receptor	neurotransmitter receptor
fma:Cauda_equina	cauda equina
fma:Organ_subdivision_cluster	organ subdivision cluster
fma:Caudal	caudal
fma:Caudate_lobe_of_liver	caudate lobe of liver <sep> couinaud hepatic segment i <sep> hepatovenous segment i <sep> lobus caudatus <sep> posterior hepatic segment i <sep> posterior liver <sep> posterior part of liver <sep> segment i of liver <sep> spiegelian lobe <sep> spigel lobe <sep> lobus caudatus hepatis <sep> pars posterior hepatis <sep> segmentum hepatis i
fma:Segment_of_liver	hepatic segment <sep> segment of liver
fma:Caudate_nucleus	caudate nucleus <sep> caudatus <sep> nucleus caudatus
fma:Cave_of_septum_pellucidum	cave of septum pellucidum <sep> cavum of septum pellucidum <sep> fifth ventricle <sep> septum pellucidum cave <sep> ventriculus septi pellucidi <sep> cavum septi pellucidi
fma:Cavity_of_organ_part	cavity of organ part <sep> organ part cavity
fma:Cavernous_sinus	cavernous sinus <sep> sinus cavernosus
fma:Paired_dural_venous_sinus	paired dural venous sinus
fma:Cavitated_organ	cavitated organ
fma:Cavity_of_anatomical_cluster	anatomical cluster cavity <sep> cavity of anatomical cluster
fma:Cavity_of_body_of_uterus	cavity of body of uterus <sep> endometrial cavity <sep> intrauterine cavity <sep> uterine cavity <sep> cavitas uteri
fma:Cavity_of_zone_of_uterus	cavity of zone of uterus
fma:Cavity_of_bone_organ	bone organ cavity <sep> cavity of bone organ
fma:Organ_cavity	cavity of organ <sep> organ cavity
fma:Cavity_of_concha_of_pinna	cavitas conchae (concha auriculae) <sep> cavity of concha <sep> cavity of concha of auricle <sep> cavity of concha of pinna <sep> cavitas conchae <sep> cavum conchae
fma:Cavity_of_endosome	cavity of endosome <sep> endosome cavity <sep> lumen of endosome
fma:Cell_cavity	cavity of cell <sep> cell cavity <sep> cell space
fma:Cavity_of_flat_bone	cavity of flat bone <sep> flat bone cavity
fma:Cavity_of_laryngeal_saccule	cavity of laryngeal saccule <sep> laryngeal saccule cavity
fma:Subdivision_of_middle_part_of_laryngeal_cavity	subdivision of middle part of cavity of larynx <sep> subdivision of middle part of laryngeal cavity
fma:Cavity_of_laryngeal_ventricle	cavity of laryngeal ventricle <sep> laryngeal sinus <sep> laryngeal ventricular cavity
fma:Cavity_of_lysosome	cavity of lysosome <sep> lumen of lysosome <sep> lysosome cavity
fma:Cavity_of_peroxisome	cavity of peroxisome <sep> lumen of peroxisome <sep> peroxisome cavity
fma:Cavity_of_serous_sac	cavity of serous sac <sep> serous sac cavity
fma:Cavity_of_subdivision_of_serous_sac	cavity of subdivision of serous sac
fma:Cecum	cecum <sep> intestinum crassum caecum <sep> caecum
fma:Segment_of_large_intestine	large intestinal segment <sep> segment of large intestine
fma:Celiac_artery	celiac artery <sep> celiac tree <sep> coeliac artery
fma:Celiac_ganglion	celiac ganglion <sep> coeliac ganglion
fma:Collateral_ganglion	collateral ganglion <sep> prevertebral ganglion <sep> previsceral ganglion
fma:Celiac_lymph_node	celiac lymph node <sep> celiac node <sep> coeliac node <sep> nodus lymphaticus coeliacus <sep> terminal ventral aortic node
fma:Visceral_abdominal_lymph_node	visceral abdominal lymph node
fma:Celiac_trunk	celiac trunk <sep> coeliac trunk <sep> coeliaco-mesenteric trunk <sep> haller's tripus <sep> truncus coeliacus
fma:Cell_adhesion_molecule	cam <sep> cell adhesion molecule
fma:Cell_appendage	cell appendage
fma:Cell_segment	cell segment
fma:Cell_body	cell body <sep> cell soma
fma:Cell_body_of_neuron	cell body of neuron <sep> soma of neuron <sep> perikaryon
fma:Cell_coat	cell coat <sep> fuzzy coat of cell <sep> glycocalyx <sep> surface coat of plasma membrane
fma:Layer_of_plasma_membrane	layer of plasma membrane <sep> plasma membrane layer
fma:Cell_component	cell component
fma:Cell_junction	cell junction
fma:Cell_morphology	cell morphology
fma:Cell_nucleus	cell nucleus <sep> nucleus of cell
fma:Organelle	organelle
fma:Cell_part_cluster	cell part cluster
fma:Cell_part_cluster_of_neuraxis	cell part cluster of neuraxis <sep> neuraxis layer
fma:Cell_pigment	cell pigment
fma:Cell_protein_complex	cell protein complex
fma:Region_of_cell_component	cell component region <sep> region of cell component
fma:Cell_region	cell region
fma:Cell_shape_type	cell shape type
fma:Cell_to_matrix_adherens_junction	cell to matrix adherens junction <sep> cell-to-extracellular matrix junction
fma:Cell_zone	cell zone <sep> zone of cell
fma:Cellulose	cellulose
fma:Polysaccharide	polysaccharide
fma:Cement	cement <sep> cement of tooth <sep> cementum of tooth <sep> cementum
fma:Portion_of_substance_of_tooth	portion of substance of tooth <sep> tooth substance
fma:Cementoblast	cementoblast
fma:Cementocyte	cementocyte
fma:Central	central
fma:Central_canal_of_spinal_cord	central canal <sep> central canal of spinal cord <sep> ventricle of spinal cord <sep> canalis centralis <sep> canalis centralis medullae spinalis
fma:Region_of_ventricluar_system_of_neuraxis	region of ventricluar system of neuraxis
fma:Central_insular_sulcus	central fissure of insula <sep> central fissure of island <sep> central insula sulcus <sep> central insular sulcus <sep> central sulcus of insula <sep> fissura centralis insulae <sep> sulcus centralis insulae
fma:Central_neuroglial_cell	central glial cell <sep> central neuroglial cell
fma:Neuroglial_cell	glial cell <sep> neuroglial cell <sep> non-neuronal cell
fma:Central_retinal_artery	central artery of retina <sep> central retinal artery <sep> retinal artery <sep> zinn's artery <sep> arteria centralis retinae
fma:Central_retinal_vein	central retinal vein <sep> vena centralis retinae
fma:Tributary_of_superior_ophthalmic_vein	superior ophthalmic venous tributary <sep> tributary of superior ophthalmic vein
fma:Central_sulcus	central cerebral sulcus <sep> central fissure <sep> central sulcus <sep> central sulcus of rolando <sep> fissure of rolando <sep> sulcus of rolando <sep> rolandic fissure <sep> sulcus centralis <sep> sulcus centralis cerebri
fma:Central_tendon	central tendon <sep> central tendon of diaphragm <sep> centrum tendineum <sep> centrum tendineum diaphragmatis
fma:Tendon	tendon <sep> tendo
fma:Centriole	centriole
fma:Nonmembranous_cytoplasmic_organelle	nonmembranous cytoplasmic organelle
fma:Centromedian_nucleus	central magnocellular nucleus of thalamus <sep> central nucleus-1 <sep> centre median nucleus <sep> centromedian nucleus <sep> centromedian nucleus of thalamus <sep> centromedian thalamic nucleus <sep> noyau centre median of luys <sep> centrum medianum <sep> centrum medianum thalami <sep> nucleus centralis centralis <sep> nucleus centralis thalami (hassler) <sep> nucleus centri mediani thalami <sep> nucleus centromedianus <sep> nucleus centromedianus thalami <sep> nucleus centrum medianum
fma:Centromere	centromere
fma:Region_of_chromosome	chromosomal region <sep> region of chromosome
fma:Centrosome	centrosome
fma:Cephalic_vein	cephalic vein <sep> cephalic vein of forearm <sep> vena cephalica <sep> vena cephalica antebrachii
fma:Cerebellar_cortex	cerebellar cortex <sep> cortex cerebelli
fma:Gray_matter_layer_of_neuraxis	gray matter layer of neuraxis
fma:Cerebellar_vein	cerebellar vein
fma:Subdivision_of_brachiocephalic_vein	brachiocephalic venous subdivision <sep> subdivision of brachiocephalic vein <sep> tributary of brachiocephalic vein
fma:Cerebellomedullary_cistern	cerebellomedullary cistern <sep> great cistern <sep> cisterna cerebellomedullaris <sep> cisterna magna
fma:Subarachnoid_cistern	subarachnoid cistern
fma:Cerebellopontine_angle	cerebellopontine angle
fma:Zone_of_neuraxis	neuraxis zone <sep> zone of neuraxis
fma:Cerebellum	cerebellum <sep> epencephalon-1
fma:Cerebral_aqueduct	aqueduct (sylvius) <sep> aqueduct of sylvius <sep> aqueduct of midbrain <sep> cerebral aqueduct <sep> cerebral aqueduct of sylvius <sep> aquaductus mesencephali <sep> aquaeductus sylvii <sep> aquaeductus cerebri <sep> aqueductus cerebri <sep> aqueductus mesencephali <sep> iter <sep> sylvian aqueduct
fma:Region_of_ventricular_system_of_brain	region of ventricular system of brain
fma:Cerebral_cortex	cerebral cortex <sep> cortex of cerebral hemisphere <sep> cortex cerebralis <sep> cortex cerebri <sep> pallium
fma:Cerebral_crus	cerebral crus <sep> cerebral peduncle (clinical definition) <sep> crura cerebri <sep> crus cerebri <sep> pars neo-encephalica pedunculi <sep> pedunculus cerebri, pars basalis <sep> pes pedunculi <sep> pes pedunculi of midbrain
fma:Crus_of_neuraxis	crus of neuraxis <sep> neuraxis crus
fma:Cerebral_hemisphere	cerebral hemisphere <sep> hemispherium cerebralis <sep> hemispherium cerebri
fma:Cerebral_vein	cerebral vein
fma:Cerebral_white_matter	cerebral white matter
fma:Cerebrospinal_fluid	csf <sep> cerebrospinal fluid <sep> liquor cerebrospinalis
fma:Transudate	transudate
fma:Cerumen	cerumen <sep> ear wax
fma:Cervical_nerve	cervical nerve <sep> cervical nerve tree <sep> cervical spinal nerve <sep> nervus cervicalis
fma:Spinal_nerve	spinal nerve <sep> spinal nerve tree <sep> nervus spinalis
fma:Cervical_part_of_esophagus	cervical esophagus <sep> cervical part of esophagus <sep> cervical part of oesophagus <sep> pars cervicalis (oesophagus) <sep> pars cervicalis oesophageae <sep> pars colli oesophageae
fma:Vertebra	vertebra
fma:Cervical_vertebral_column	cervical spinal column <sep> cervical spine <sep> cervical vertebral column
fma:Subdivision_of_vertebral_column	subdivision of vertebral column <sep> vertebral column subdivision
fma:Cervix_of_uterus	cervical canal <sep> cervical canal of uterus <sep> cervix of uterus <sep> neck of uterus <sep> uterine cervix <sep> canalis cervicis uteri <sep> cervix uteri
fma:Neck_of_organ	neck of organ <sep> organ neck
fma:Cheek	cheek <sep> bucca
fma:Subdivision_of_face	face subdivision <sep> facial region <sep> region of face <sep> subdivision of face
fma:Synapse	synapse <sep> synaptic junction <sep> synapsis
fma:Cytokine	cytokine
fma:Chest_wall	chest wall
fma:Subdivision_of_thorax	subdivision of thorax <sep> thoracic region <sep> thoracic subdivision
fma:Chiasmatic_cistern	chiasmatic cistern <sep> cisterna chiasmatica <sep> cisterna chiasmatis
fma:Chief_cell	chief cell
fma:Chief_cell_of_parathyroid_gland	chief cell of parathyroid gland <sep> parathyroid chief cell <sep> parathyroid gland chief cell <sep> principal cell of parathyroid gland
fma:Epithelial_cell_of_parathyroid_gland	epithelial cell of parathyroid gland
fma:Chief_cell_of_stomach	chief cell of stomach <sep> gastric chief cell <sep> gastric zymogenic cell <sep> peptic cell <sep> zymogenic cell of stomach
fma:Epithelial_cell_of_stomach	epithelial cell of stomach
fma:Chondroblast	chondroblast
fma:Chondrocranium	chondrocranium
fma:Fetal_organ_system_subdivision	fetal organ system subdivision
fma:Chondrocyte	cartilage cell <sep> chondrocyte
fma:Chondroitin_sulfate	chondroitin sulfate
fma:Glycosaminoglycan	gag <sep> glycosaminoglycan
fma:Proteoglycan	proteoglycan
fma:Chorda_tendinea	chorda tendinea
fma:Chorion	chorion
fma:Choroid	choroid <sep> choroidea
fma:Vascular_layer_of_eyeball	tunica vasculosa of eyeball <sep> uvea <sep> uveal tract <sep> vascular layer of eyeball <sep> tunica vasculosa bulbi
fma:Choroid_plexus_of_fourth_ventricle	chorioid plexus of fourth ventricle <sep> choroid plexus of fourth ventricle <sep> plexus choroidea (ventriculi quarti) <sep> plexus choroideus ventriculi quarti
fma:Region_of_wall_of_fourth_ventricle	region of wall of fourth ventricle
fma:Choroid_plexus_of_lateral_ventricle	chorioid plexus of lateral ventricle <sep> choroid plexus of lateral ventricle <sep> plexus choroidae ventriculi lateralis <sep> plexus choroideus (ventriculi lateralis) <sep> plexus choroideus ventriculi lateralis
fma:Region_of_wall_of_lateral_ventricle	region of wall of lateral ventricle
fma:Choroid_plexus_of_third_ventricle	chorioid plexus of third ventricle <sep> choroid plexus of third ventricle <sep> plexus choroidea (ventriculi tertii) <sep> plexus choroideus ventriculi tertii
fma:Region_of_wall_of_third_ventricle	region of wall of third ventricle
fma:Choroidal_fissure	chorioid fissure <sep> choroid fissure <sep> choroidal fissure <sep> fissura choroidea
fma:Chromaffin_cell	chromaffin cell <sep> phaeochromocyte <sep> pheochromocyte
fma:Neurecto_epithelial_cell	neurecto-epithelial cell <sep> neuroecto-epithelial cell
fma:Chromatid	chromatid
fma:Chromatin	chromatin
fma:Chromophobe_cell	chromophobe cell <sep> chromophobic cell
fma:Ciliary_body	ciliary body <sep> corpus ciliare
fma:Ciliary_muscle	ciliary muscle <sep> musculus ciliaris
fma:Intra_ocular_muscle	intra-ocular muscle
fma:Ciliary_process	ciliary process
fma:Region_of_corona_ciliaris	corona ciliaris subdivision <sep> region of corona ciliaris
fma:Ciliary_vein	ciliary vein
fma:Ciliated_columnar_cell_of_tracheobronchial_tree	ciliated bronchial epithelial cell <sep> ciliated columnar cell of tracheobronchial tree
fma:Ciliated_columnar_epithelium	ciliated columnar epithelium
fma:Simple_columnar_epithelium	epithelium simplex columnare <sep> simple columnar epithelium
fma:Cilium	cilium
fma:Circular_fold_of_small_intestine	circular fold of small intestine <sep> kerckring's valve
fma:Circular_muscle_layer_of_abdominal_part_of_esophagus	circular muscle layer of abdominal part of esophagus <sep> lower esophageal sphincter
fma:Circular_muscle_layer_of_segment_of_esophagus	circular muscle layer of segment of esophagus
fma:Inner_muscle_layer_of_organ_region	inner muscle layer of organ region
fma:Circular_sulcus_of_insula	circular fissure <sep> circular sulcus (of reil) <sep> circular sulcus of insula <sep> circuminsular sulcus <sep> limiting fissure <sep> marginal sulcus of insula <sep> sulcus circularis insulae
fma:Circumflex_branch_of_left_coronary_artery	circumflex branch of left coronary artery <sep> circumflex coronary artery <sep> left circumflex branch of left coronary artery <sep> ramus circumflexus (arteria coronaria sinistra)
fma:Circumorbital_muscle	circumorbital muscle
fma:Cis_Golgi_network	cis golgi network <sep> cis face golgi network
fma:Golgi_network	golgi network
fma:Cistern_of_lamina_terminalis	cistern of lamina terminalis <sep> lamina terminalis cistern <sep> cisterna laminae terminalis
fma:Cisterna_chyli	atypical confluence of lymph trunks <sep> chyle cistern <sep> cistern of pecquet <sep> cisterna chyli
fma:Segment_of_thoracic_duct	segment of thoracic duct <sep> thoracic ductal zone
fma:Claustrum	claustrum <sep> dorsal claustrum <sep> dorsal portion of claustrum
fma:Clavicle	clavicle <sep> collar bone <sep> clavicula
fma:Long_bone	long bone <sep> os longum
fma:Clear_cell	clear cell
fma:Clear_chief_cell_of_parathyroid_cell	clear chief cell of parathyroid cell <sep> parathyroid gland clear cell
fma:Clitoris	clitoris
fma:Subdivision_of_urogenital_part_of_female_perineum	subdivision of urogenital part of female perineum
fma:Coccygeal_nerve	coccygeal nerve <sep> coccygeal spinal nerve <sep> nervus coccygeus
fma:Coccygeal_vertebra	caudal vertebra <sep> coccygeal segment <sep> coccygeal vertebra
fma:Coccyx	coccyx <sep> coccyx [coccygeal vertebrae i-iv] <sep> tailbone <sep> coccyx [vertebrae coccygeae i-iv] <sep> os coccygis
fma:Cochlea	cochlea <sep> cochlear part of bony labyrinth
fma:Subdivision_of_bony_labyrinth	bony labyrinth subdivision <sep> subdivision of bony labyrinth
fma:Cochlear_duct_of_membranous_labyrinth	cochlear duct <sep> cochlear duct of membranous labyrinth <sep> reissner's canal <sep> ductus cochlearis
fma:Region_of_membranous_labyrinth_of_internal_ear	region of membranous labyrinth of internal ear <sep> subdivision of membranous labyrinth
fma:Cochlear_hair_cell	cochlear hair cell <sep> hair cell
fma:Cochlear_inner_hair_cell	cochlear inner hair cell <sep> inner hair cell <sep> inner hair cell of organ of corti
fma:Cochlear_labyrinth	cochlear labyrinth <sep> labyrinthus cochlearis
fma:Cochlear_nerve	auditory nerve <sep> cochlear nerve <sep> cochlear root of acoustic nerve <sep> cochlear root of eighth cranial nerve <sep> nervus cochlearis
fma:Cochlear_nucleus	cochlear nucleus <sep> cochlear nucleus of acoustic nerve <sep> cochlear nucleus of eighth cranial nerve <sep> nucleus of cochlear nerve
fma:Cochlear_outer_hair_cell	cochlear outer hair cell <sep> outer hair cell <sep> outer hair cell of organ of corti
fma:Colic_flexure	colic flexure <sep> flexura coli
fma:Collagen	collagen
fma:Fibrous_protein	fibrous protein
fma:Collagen_fiber	collagen fiber
fma:Collagen_fibril	collagen fibril
fma:Fibrillar_component_of_intercellular_matrix	fibrillar component of extracellular matrix <sep> fibrillar component of intercellular matrix
fma:Sympathetic_ganglion	ganglion sympatheticum <sep> sympathetic ganglion <sep> ganglion sympathicum
fma:Collateral_sulcus	collateral fissure <sep> collateral sulcus <sep> sulcus collateralis
fma:Collicular_artery	collicular artery <sep> quadrigeminal artery <sep> arteria collicularis <sep> arteria quadrigeminalis
fma:Colon	colon
fma:Colostrum	colostrum
fma:Milk	milk
fma:Column	column
fma:Columnar_cell	columnar cell
fma:Columnar_cell_of_endocervix	columnar cell of endocervix <sep> endocervical columnar cell
fma:Epithelial_cell_of_uterus	epithelial cell of uterus
fma:Commissure	commissure <sep> commissura
fma:Decussation	chiasm <sep> decussation <sep> raphe <sep> decussatio
fma:Commissure_of_diencephalon	commissure of diencephalon <sep> diencephalon commissure
fma:Commissure_of_neuraxis	commissure of neuraxis <sep> neuraxis commissure
fma:Common_bile_duct	common bile duct <sep> ductus choledochus (biliaris)
fma:Extrahepatic_bile_duct	extrahepatic bile duct
fma:Common_cardinal_vein	common cardinal vein
fma:Common_carotid_artery	carotid artery <sep> common carotid artery <sep> trunk of common carotid tree <sep> arteria carotis communis
fma:Common_fibular_nerve	common fibular nerve <sep> common peroneal nerve <sep> nervus fibularis communis <sep> nervus peroneus communis
fma:Common_hepatic_duct	common hepatic duct <sep> hepatic duct <sep> ductus hepaticus communis
fma:Common_iliac_artery	common iliac arterial tree <sep> common iliac artery <sep> arteria iliaca communis
fma:Common_iliac_lymph_node	common iliac lymph node <sep> common iliac node <sep> iliac lymph node
fma:Parietal_pelvic_lymph_node	parietal pelvic lymph node
fma:Common_iliac_vein	common iliac vein <sep> common iliac venous tree <sep> vena iliaca communis
fma:Subdivision_of_inferior_vena_caval_tree	inferior vena caval tree subdivision <sep> subdivision of inferior vena caval tree
fma:Common_interosseous_artery	common interosseous artery <sep> arteria interossea communis
fma:Common_palmar_digital_artery	common palmar digital artery
fma:Communicating_cell_junction	communicating cell junction <sep> gap junction
fma:Compact_bone	compact bone <sep> compact bone tissue <sep> cortical bone <sep> substantia compacta (pars ossea) <sep> substantia compacta <sep> substantia corticalis
fma:Subdivision_of_lamellar_bone	subdivision of lamellar bone
fma:Compartment_of_head	compartment of head <sep> head compartment
fma:Compartment_subdivision	compartment subdivision
fma:Component_of_protein_complex	component of protein complex <sep> protein complex component
fma:Component_of_troponin	component of troponin <sep> troponin component
fma:Composite	composite
fma:Volume	3-d entity <sep> volume
fma:Conchal_part_of_pinna	concha <sep> concha of auricle <sep> concha of pinna <sep> conchal part of pinna <sep> concha auriculae
fma:Conducting_tissue_of_heart	conducting tissue of heart <sep> specialized conducting tissue of heart <sep> specialized muscle tissue of heart
fma:Cone	cone
fma:Faceted_volume	faceted volume <sep> polyhedron
fma:Cone_cell	cone cell <sep> cone cell of retina <sep> cone of retina <sep> retinal cone cell
fma:Conjunctiva	conjunctiva <sep> wall of conjunctival sac <sep> tunica conjunctiva
fma:Wall_of_organ	organ wall <sep> wall of organ
fma:Conjunctival_gland	accessory lacrimal gland <sep> conjunctival gland <sep> krause gland
fma:Somatic_cell	diploid cell <sep> somatic cell
fma:Constrictor_muscle_of_pharynx	constrictor muscle of pharynx <sep> pharyngeal constrictor muscle
fma:Muscle_of_pharynx	muscle of pharynx <sep> pharyngeal muscle
fma:Contact_receptor	contact receptor
fma:Exteroceptor	exteroceptor
fma:Continuous_capillary	continuous capillary <sep> continuous capillary vessel
fma:Conus_medullaris	conus medullaris <sep> medullary cone
fma:Segment_of_spinal_cord	segment of spinal cord <sep> spinal cord segment
fma:Coracobrachialis	coracobrachialis <sep> pirogoff's aponeurosis <sep> musculus coracobrachialis
fma:Corneal_endothelium	corneal endothelium
fma:Layer_of_cornea	cornea layer <sep> layer of cornea
fma:Corneal_epithelium	anterior corneal epithelium <sep> corneal epithelium <sep> epithelium anterius (cornea) <sep> epithelium of cornea <sep> external epithelium of cornea <sep> epithelium anterius corneae
fma:Corneoscleral_junction	corneal limbus <sep> corneoscleral junction <sep> sclerocorneal junction <sep> limbus corneae
fma:Corniculate_cartilage	cartilage of santorini <sep> corniculate cartilage <sep> santorini's cartilage <sep> cartilago corniculata
fma:Coronary_ligament	coronary ligament <sep> coronary ligament of liver <sep> ligamentum coronarium <sep> ligamentum coronarium hepatis
fma:Coronary_sinus	coronary sinus <sep> sinus coronarius
fma:Corpus_callosum	corpus callosum
fma:Corpus_luteum	corpus luteum <sep> corpus luteum of ovary
fma:Corpus_striatum	corpus striatum
fma:Set_of_neuraxis_structures	neuraxis structures <sep> neuraxis structures set <sep> set of neuraxis structures
fma:Cortex_of_kidney	cortex of kidney <sep> renal cortex <sep> cortex renalis
fma:Region_of_parenchyma_of_kidney	region of parenchyma of kidney
fma:Cortex_of_lymph_node	cortex of lymph node <sep> lymph node cortex <sep> cortex nodi lymphoidei
fma:Cortex_of_thymus	cortex of thymus <sep> thymus cortex <sep> cortex thymi
fma:Parenchymatous_organ	parenchymatous organ
fma:Corticotroph	corticotrope <sep> corticotrope cell <sep> corticotroph <sep> corticotropin hormone secreting cell <sep> pituitary adrenocorticotropic cell
fma:Corticotropin	corticotropin
fma:Corticotropin_releasing_factor	corticotropin-releasing factor
fma:Costal_arch	costal arch <sep> arcus costalis
fma:Costal_cartilage	costal cartilage <sep> cartilago costalis
fma:Costochondral_joint	articulatio costochondralis <sep> chondrocostal synchondrosis <sep> costochondral joint <sep> costochondral junction <sep> costochondral synchondrosis
fma:Synchondrosis	epiphysial cartilage <sep> primary cartilaginous joint <sep> synchondrosis <sep> cartilago epiphysialis
fma:Costodiaphragmatic_recess	costodiaphragmatic recess <sep> costophrenic angle <sep> recessus costodiaphragmaticus
fma:Pleural_recess	pleural recess
fma:Cranial	cranial
fma:Cranial_dura_mater	cranial dura mater <sep> dura mater of brain <sep> dura mater cranialis <sep> dura mater encephali
fma:Region_of_dura_mater	dura mater region <sep> region of dura mater
fma:Neural_tree_organ	neural tree organ
fma:Cranial_parasympathetic_ganglion	cranial parasympathetic ganglion <sep> parasympathetic ganglion of cranial nerve
fma:Parasympathetic_ganglion	parasympathetic ganglion <sep> ganglion parasympathicum
fma:Synovial_joint	articulatio synoviale <sep> synovial joint <sep> diarthrosis <sep> junctura synovialis
fma:Cremasteric_muscle	cremaster <sep> cremasteric muscle <sep> muscle of riolan (cremaster) <sep> musculus cremaster <sep> musculus cremaster <male>
fma:Regional_part_of_fascia_of_scrotum	regional part of fascia of scrotum
fma:Crest	crest <sep> ridge <sep> crista
fma:Crico_arytenoid_joint	crico-arytenoid joint <sep> cricoarytenoid articulation <sep> cricoarytenoid joint <sep> articulatio cricoarytenoidea
fma:Laryngeal_joint	joint of larynx <sep> laryngeal articulation <sep> laryngeal joint
